,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
75783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75786,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75790,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75792,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75795,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75798,Teacher,None,Stole a high school computer lab pass,Low Rider,Project Manager,11,12,516,5,11,52968,8,610,7,1,1,Black Leather Briefcase,,,,,Black Suede Chelseas with Brown Sole,Blue Denim,Charcoal Blazer with Light Blue Shirt and No Tie,,Black,Buzz Cut,White Light Rain
75799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75802,Disciple,None,Subscribed to 2600,70's Hatchback,Computer Programmer,10,11,1993,7,9,560133,14,699,9,1,1,Black Smartphone,,,,,Tan Suede Workboot with Tan Sole,Gray Slacks,Olive Oxford with Tie,,Light Brown,Short Afro Fade,White Medium Rain
75803,Disciple,None,Read the Bitcoin white paper twice,70's Hatchback,Utility Worker,10,10,516,5,9,10098,5,711,10,1,1,Black Smartphone,,Silver Aviators,,,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Khaki Oxford with Buttons,,Blonde,Short Coil,White Heavy Rain
75804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75810,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75814,Budding Scholar,None,Read the Bitcoin white paper twice,Hooptie on Three Spares,Media Executive,8,10,4981,8,6,35555,7,725,11,1,1,Brown Leather Briefcase,,Black Books,Tan Worker's Cap,,Brown Leather Shoes with Laces,Dark-Wash Denim,Navy Blazer with Striped Shirt and No Tie,,Dark Brown,,White Heavy Rain
75815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75820,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75828,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75830,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75831,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75840,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75850,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75852,Graduate,None,Pretty good with GW Basic,Brand New Ice Cream Truck,Media Executive,9,9,1993,7,14,35555,7,661,8,1,1,Brown Leather Briefcase,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Oxford with Buttons,Stubble,Blonde,Short Updo,White Light Rain
75853,Disciple,None,Memorized the IT desk number,Retired Mail Truck,Customer Service Representative,10,5,31133,10,7,52968,8,791,15,1,1,Lunchbox,,,,,Redbrown Leather Workboot with Brown Sole,Charcoal Slacks,Red Longsleeve,Goatee,Blonde,Short Messy,White Light Rain
75854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75860,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75862,Master,None,Got caught hacking your grades,Electric Car,Pineapple Farmer,12,13,516,5,12,560133,14,711,10,1,1,Black Leather Briefcase,Stud Earring,,,Two Rings,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Olive Oxford with Tie,Beard,Dark Brown,Long Afro,White Medium Rain
75863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75870,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75872,Expanding Brain,None,Watched a hacking tutorial video by a 13 year old,70's Hatchback,Blockchain Engineer,16,8,1993,7,9,35555,7,711,10,1,1,Lunchbox,,,,,Black Suede Chelseas with Brown Sole,Blue Denim,Blue Longsleeve,,Black,Short Coil,White Medium Rain
75873,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75880,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75885,Disciple,None,Got caught hacking your grades,Electric Car,Legal Assistant,10,13,84059,11,12,92000,10,739,12,1,1,Lunchbox,,,,,Black Leather Shoes with Laces,Dark-Wash Denim,Navy Oxford with Buttons,,Black,Buzz Cut,White Medium Rain
75886,Teacher,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Night Shift Supervisor,11,10,128,4,10,92000,10,661,8,1,1,Brown Leather Briefcase,,,,,Tan Suede Workboot with Tan Sole,Gray Slacks,Light Gray Longsleeve,,Light Brown,Short Pixie,White Light Rain
75887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75890,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75896,Disciple,None,Read the Bitcoin white paper twice,Electric Car,Utility Worker,10,10,1993,7,12,35555,7,661,8,1,1,Lunchbox,,,Tan Worker's Cap,,White Canvas Sneaker with White Sole,Blue Denim,Tan Blazer with Off-White Shirt and No Tie,,Black,Buzz Cut,White Light Rain
75897,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75901,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75904,Disciple,None,Read the Bitcoin white paper twice,Electric Car,Talent Agent,10,10,51,3,12,35555,7,725,11,1,1,Brown Leather Briefcase,Stud Earring,Black Books,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Olive Oxford with Tie,,Blonde,Updo Bun,White Light Rain
75905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75910,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75912,Teacher,None,Pretty good with GW Basic,Low Rider,Computer Programmer,11,9,31133,10,11,35555,7,610,7,1,1,Light Blue Smartphone,,Black Books,,,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Light Gray Cardigan with Tan Longsleeve Shirt,Mustache,Auburn,Straight Sideswept Fringe,White Light Rain
75913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75920,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75923,Disciple,None,Subscribed to 2600,Low Rider,Compliance Officer,10,11,31133,10,11,777,2,699,9,1,1,,,,,,White Canvas Sneaker with White Sole,Gray Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Blonde,Short Afro Fade,White Light Rain
75924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75925,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75930,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75932,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75933,Grandmaster,None,Subscribed to 2600,Pragmatic Coupe,Bookkeeper,13,11,1993,7,10,76302,9,559,6,1,1,,,,Navy Blue Worker's Cap,Two Rings,White Canvas Sneaker with White Sole,Navy Slacks,Khaki Oxford with Tie,,Blonde,Buzz Cut,White Heavy Rain
75934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75937,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75940,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75947,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75950,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75953,Grandmaster,None,Read beginner’s guide to hacking - Y2K edition,Retired Mail Truck,Project Manager,13,7,128,4,7,172581,12,610,7,1,1,,,Silver Aviators,,,Black Leather Shoes with Laces,Dark-Wash Denim,Khaki Oxford with Pocket,,Auburn,Long Messy,White Light Rain
75954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75960,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75961,Budding Scholar,None,Stole a high school computer lab pass,Light-Up Folding Scooter,Talent Agent,8,12,128,4,5,303303,13,725,11,1,1,,,,,,White Leather Sneaker with Grey Sole,Gray Slacks,Navy Blazer with Striped Shirt and Navy Tie,,Dark Brown,Long Afro,White Light Rain
75962,Master,None,Subscribed to 2600,Pragmatic Coupe,Receptionist,12,11,1993,7,10,22576,6,699,9,1,1,Brown Leather Briefcase,,Silver Aviators,,,Brown Leather Shoes with Laces,,Denim Jumpsuit,,Blonde,Straight Sideswept Fringe,White Light Rain
75963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75970,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75973,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75977,Disciple,None,Pretty good with GW Basic,70's Hatchback,Legal Assistant,10,9,84059,11,9,92000,10,661,8,1,1,Black Smartphone,,,,,White Leather Sneaker with Grey Sole,Navy Slacks,Olive Oxford with Tie,Beard,Black,Short Coil,White Light Rain
75978,Zen Master,None,Read the Bitcoin white paper twice,Three Wheel Roadster,Day Trader,14,10,12453,9,13,52968,8,610,7,1,1,Light Blue Smartphone,,Black Books,,,White Leather Sneaker with Grey Sole,Navy Slacks,Light Gray Cardigan with Tan Oxford Shirt,,Dark Brown,Short Coil,White Light Rain
75979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75980,Disciple,None,Earned an MIT Computer Sciences Diploma,70's Hatchback,Media Executive,10,14,516,5,9,35555,7,805,16,1,1,,,Silver Aviators,,,Brown Leather Shoes with Laces,Charcoal Slacks,Gray Blazer with Black Shirt and Gray Tie,Thin,Black,,White Light Rain
75981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75983,Master,None,Got caught hacking your grades,70's Hatchback,Night Shift Supervisor,12,13,612791,13,9,22576,6,661,8,1,1,,,,,,Black Suede Chelseas with Brown Sole,Dark-Wash Denim,Dark Gray Cardigan with Tan Longsleeve Shirt,,Auburn,Updo Bun,White Heavy Rain
75984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75987,Graduate,None,Subscribed to 2600,Electric Car,Sales Associate,9,11,516,5,12,35555,7,725,11,1,1,,Stud Earring,Black Books,,Two Rings,White Canvas Sneaker with White Sole,Khaki,Navy Oxford with Tie,,Light Brown,Short Coil,White Light Rain
75988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75989,Teacher,None,Stole a high school computer lab pass,Electric Car,Receptionist,11,12,355555,12,12,22576,6,559,6,1,1,,,Black Books,,,Redbrown Leather Workboot with Brown Sole,Navy Slacks,Blue Longsleeve,,Light Brown,Short Coil,White Medium Rain
75990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75991,Graduate,None,Watched a hacking tutorial video by a 13 year old,Hooptie on Three Spares,Talent Agent,9,8,516,5,6,76302,9,508,5,1,1,Lunchbox,,,,,Tan Suede Workboot with Tan Sole,Navy Slacks,Dark Gray Cardigan with Light Gray Oxford Shirt,,Light Grey,Long Messy,White Heavy Rain
75992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76006,Disciple,None,Pretty good with GW Basic,Back of Rusty Pickup Truck,Project Manager,10,9,777,6,3,52968,8,508,5,1,1,Black Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Black,Straight Sideswept Fringe,White Heavy Rain
76007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76015,Disciple,None,"Ten monitors, dark room, hoodie",Pragmatic Coupe,Night Shift Supervisor,10,15,4981,8,10,22576,6,725,11,1,1,Black Smartphone,Stud Earring,,,Two Rings,Brown Leather Shoes with Laces,Light-Wash Denim,Blue Longsleeve,,Light Brown,Short Coil,White Light Rain
76016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76033,Zen Master,None,Read the Bitcoin white paper twice,Retired Mail Truck,Compliance Officer,14,10,12453,9,7,22576,6,711,10,1,1,Light Blue Smartphone,,Black Books,,,Brown Leather Shoes with Laces,Khaki Slacks,Navy Blazer with Striped Shirt and No Tie,,Dark Brown,Low Ponytail,White Light Rain
76034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76036,Graduate,None,Read the Bitcoin white paper twice,Three Wheel Roadster,Media Executive,9,10,777,6,13,22576,6,753,13,1,1,,,,,Two Rings,Brown Leather Shoes with Laces,Navy Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,Goatee,Black,Long Messy,White Heavy Rain
76037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76050,Teacher,None,Know your way around a spreadsheet,Pragmatic Coupe,Marketing Intern,11,6,1993,7,10,22576,6,699,9,1,1,Brown Leather Briefcase,Stud Earring,,,Two Rings,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Olive Oxford with Tie and Pocket,,Dark Brown,Short Coil,White Heavy Rain
76051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76059,Master,None,Read the Bitcoin white paper twice,Dusty Kicks Hand-me-downs,Project Manager,12,10,1993,7,1,35555,7,661,8,1,1,Black Smartphone,,,,,Black Leather Shoes with Laces,Blue Denim,Charcoal Blazer with Light Blue Shirt and Black Tie,,Black,Long Afro,White Heavy Rain
76060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76064,Master,None,Friend Request from “White Rabbit Hacking Group”,Low Rider,Utility Worker,12,18,1993,7,11,35555,7,777,14,1,1,Black Smartphone,,Black Books,,,Brown Leather Shoes with Laces,Khaki Slacks,Light Gray Cardigan with Light Gray Oxford Shirt,Stubble,Dark Brown,Short Messy,White Light Rain
76065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76070,Graduate,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Electrician,9,10,84059,11,10,22576,6,777,14,1,1,,,,,,Tan Suede Workboot with Tan Sole,Dark-Wash Denim,Khaki Oxford with Tie,,Black,Short Messy,White Medium Rain
76071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
