,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
71075,Master,None,Stole a high school computer lab pass,Hooptie on Three Spares,Unemployed,12,12,4981,8,6,10098,5,711,10,1,1,,,,,,Tan Suede Workboot with Tan Sole,Blue Denim,Navy Blazer with Striped Shirt and No Tie,,Light Brown,Low Ponytail,White Light Rain
71076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71084,Master,None,Subscribed to 2600,Three Wheel Roadster,Receptionist,12,11,1993,7,13,52968,8,805,16,1,1,,,,,,White Canvas Sneaker with White Sole,Khaki Slacks,Tan Blazer with Off-White Shirt and No Tie,Stubble,Light Grey,Short Coil,White Light Rain
71085,Teacher,None,Subscribed to 2600,Pragmatic Coupe,Utility Worker,11,11,1654535,14,10,52968,8,725,11,1,1,,Stud Earring,,,,Brown Leather Shoes with Laces,Navy Slacks,Light Gray Cardigan with Light Gray Longsleeve Shirt,,Blonde,Short Updo,White Medium Rain
71086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71104,Teacher,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Unemployed,11,10,1993,7,10,10098,5,791,15,1,1,Black Leather Briefcase,,,Purple Worker's Cap,,White Canvas Sneaker with White Sole,Charcoal Slacks,Gray Blazer with Black Shirt and No Tie,,Blonde,,White Light Rain
71105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71117,Disciple,None,Stole a high school computer lab pass,Low Rider,Unemployed,10,12,1654535,14,11,1216333,15,777,14,1,1,Brown Leather Briefcase,,,Tan Worker's Cap,,Black Suede Chelseas with Brown Sole,Light-Wash Denim,Navy Oxford with Tie,,Black,Buzz Cut,White Heavy Rain
71118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71129,Disciple,None,Read the Bitcoin white paper twice,Low Rider,Bookkeeper,10,10,516,5,11,22576,6,711,10,1,1,Black Leather Briefcase,,,,,Black Leather Shoes with Laces,Charcoal Slacks,Navy Blazer with Striped Shirt and No Tie,,Light Brown,Straight Sideswept Fringe,White Light Rain
71130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71137,Teacher,None,Pretty good with GW Basic,Retired Mail Truck,Sales Associate,11,9,12453,9,7,52968,8,711,10,1,1,,,Black Books,,,Black Leather Shoes with Laces,Navy Slacks,Navy Blazer with Striped Shirt and No Tie,,Light Grey,Straight Sideswept Fringe,White Light Rain
71138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71144,Promising Pupil,None,Read the Bitcoin white paper twice,70's Hatchback,Night Shift Supervisor,7,10,0,1,9,35555,7,805,16,1,1,Brown Leather Briefcase,Stud Earring,,,,Redbrown Leather Workboot with Brown Sole,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,Mustache,Dark Brown,Short Updo,White Heavy Rain
71145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71165,Disciple,None,Know your way around a spreadsheet,70's Hatchback,Project Manager,10,6,12453,9,9,92000,10,711,10,1,1,Black Smartphone,,,,,White Leather Sneaker with Grey Sole,Charcoal Slacks,Tan Blazer with Off-White Shirt and Tan Tie,,Blonde,Short Pixie,White Light Rain
71166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71170,Master,None,Watched a hacking tutorial video by a 13 year old,Electric Car,Legal Assistant,12,8,777,6,12,92000,10,833,18,1,1,Light Blue Smartphone,Stud Earring,,,,White Canvas Sneaker with White Sole,Navy Slacks,Dark Gray Cardigan with Tan Oxford Shirt,Beard,Black,Short Messy,White Medium Rain
71171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71197,Graduate,None,Pretty good with GW Basic,Hooptie on Three Spares,Day Trader,9,9,516,5,6,76302,9,711,10,1,1,Lunchbox,,,,,Brown Leather Shoes with Laces,Light-Wash Denim,Navy Blazer with Striped Shirt and Navy Tie,,Black,Straight Sideswept Fringe,White Light Rain
71198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71228,Disciple,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Utility Worker,10,10,516,5,10,172581,12,753,13,1,1,Black Leather Briefcase,,Black Books,,Two Rings,Black Suede Chelseas with Brown Sole,Dark-Wash Denim,Light Gray Longsleeve,,Dark Brown,Short Pixie,White Heavy Rain
71229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71234,Budding Scholar,None,Pretty good with GW Basic,Brand New Ice Cream Truck,Customer Service Representative,8,9,516,5,14,76302,9,791,15,1,1,,,,,,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Light Gray Longsleeve,,Dark Brown,Short Afro Fade,White Light Rain
71235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71248,Master,None,Earned an MIT Computer Sciences Diploma,70's Hatchback,Talent Agent,12,14,51,3,9,92000,10,725,11,1,1,Black Leather Briefcase,,Black Books,,Ring One Blue,Brown Leather Shoes with Laces,Khaki Slacks,Red Longsleeve,,Auburn,Short Coil,White Light Rain
71249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71258,Master,None,Stole a high school computer lab pass,70's Hatchback,Talent Agent,12,12,516,5,9,172581,12,725,11,1,1,Blue Lunchbox,,Black Books,,,Tan Suede Workboot with Tan Sole,Khaki Slacks,Blue Longsleeve,,Light Brown,Short Afro Fade,White Light Rain
71259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71266,Willing Student,None,Subscribed to 2600,70's Hatchback,Legal Assistant,5,11,1993,7,9,35555,7,725,11,1,1,Black Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Khaki,Gray Oxford with Tie and Pocket,,Light Brown,Short Afro Fade,White Medium Rain
71267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71271,Master,None,Subscribed to 2600,Pragmatic Coupe,Receptionist,12,11,31133,10,10,35555,7,777,14,1,1,Brown Leather Briefcase,,Black Books,,,White Canvas Sneaker with White Sole,Khaki Slacks,Olive Oxford with Buttons,,Auburn,,White Light Rain
71272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71277,Awakened Mind,None,Pretty good with GW Basic,Pragmatic Coupe,Assistant to the Regional Manager,17,9,516,5,10,52968,8,725,11,1,1,,,Black Books,,,Black Leather Shoes with Laces,Dark-Wash Denim,Gray Oxford with Tie,,Dark Brown,Short Pixie,White Heavy Rain
71278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71284,Graduate,None,Read the Bitcoin white paper twice,Go-Kart,Marketing Intern,9,10,128,4,8,172581,12,699,9,1,1,Brown Leather Briefcase,Stud Earring,Black Books,,Ring One Blue,Brown Leather Shoes with Laces,Gray Slacks,Dark Gray Longsleeve,,Light Grey,Buzz Cut,White Light Rain
71285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71287,Disciple,None,Read the Bitcoin white paper twice,Retired Mail Truck,Project Manager,10,10,31133,10,7,1216333,15,661,8,1,1,Brown Leather Briefcase,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Dark Brown,Buzz Cut,White Medium Rain
71288,Grandmaster,None,Subscribed to 2600,70's Hatchback,Customer Service Representative,13,11,777,6,9,303303,13,711,10,1,1,,Stud Earring,,,,White Leather Sneaker with Grey Sole,Khaki,Navy Oxford with Buttons,,Light Brown,Short Updo,White Medium Rain
71289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71291,Disciple,None,Subscribed to 2600,Pragmatic Coupe,Legal Assistant,10,11,1993,7,10,35555,7,661,8,1,1,Black Smartphone,,Black Books,,Two Rings,Black Leather Shoes with Laces,Gray Slacks,Olive Oxford with Buttons,,Dark Brown,Short Afro Fade,White Medium Rain
71292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71298,Teacher,None,Read the Bitcoin white paper twice,Low Rider,Day Trader,11,10,31133,10,11,35555,7,661,8,1,1,,,,,,Black Leather Shoes with Laces,Gray Slacks,Navy Oxford with Tie,,Black,Medium Curly Bob,White Medium Rain
71299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71300,Zen Master,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Media Executive,14,10,4981,8,10,35555,7,791,15,1,1,,,,,,Black Leather Shoes with Laces,Navy Slacks,Navy Blazer with Striped Shirt and No Tie,Stubble,Light Grey,Short Coil,White Medium Rain
71301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71314,Teacher,None,Pretty good with GW Basic,Pragmatic Coupe,Unemployed,11,9,1993,7,10,52968,8,699,9,1,1,,,,,Two Rings,Brown Leather Shoes with Laces,Charcoal Slacks,Olive Cardigan with Beige Longsleeve Shirt,,Light Grey,Short Messy,White Light Rain
71315,Disciple,None,Read the Bitcoin white paper twice,Electric Car,Media Executive,10,10,1993,7,12,1426,3,699,9,1,1,Blue Lunchbox,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Blazer with Striped Shirt and No Tie,,Black,Straight Sideswept Fringe,White Medium Rain
71316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71342,Teacher,None,Stole a high school computer lab pass,Brand New Ice Cream Truck,Blockchain Engineer,11,12,777,6,14,22576,6,610,7,1,1,Black Leather Briefcase,Stud Earring,Black Books,,,Black Leather Shoes with Laces,Khaki Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Dark Brown,Short Afro Fade,White Heavy Rain
71343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71355,Disciple,None,Subscribed to 2600,70's Hatchback,Legal Assistant,10,11,51,3,9,52968,8,699,9,1,1,Black Leather Briefcase,,Silver Aviators,,,White Canvas Sneaker with White Sole,Navy Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Black,Short Coil,White Medium Rain
71356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71360,Graduate,None,Read the Bitcoin white paper twice,Electric Car,Unemployed,9,10,1993,7,12,1426,3,661,8,1,1,,,,,,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Brown Cardigan with Light Gray Oxford Shirt,,Blonde,Low Ponytail,White Light Rain
71361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71362,Master,None,Stole a high school computer lab pass,Pragmatic Coupe,Talent Agent,12,12,516,5,10,35555,7,699,9,1,1,Brown Leather Briefcase,,Silver Aviators,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Gray Blazer with Black Shirt and No Tie,,Black,Long Afro,White Heavy Rain
71363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71367,Graduate,None,Subscribed to 2600,Shiny Red Convertible,Receptionist,9,11,12453,9,16,777,2,725,11,1,1,,,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Khaki Oxford with Buttons,,Light Brown,Short Pixie,White Medium Rain
71368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71374,Disciple,None,Stole a high school computer lab pass,Low Rider,Money Printing Machine Operator,10,12,516,5,11,101101,11,559,6,1,1,Black Smartphone,,,,,Tan Suede Workboot with Tan Sole,Navy Slacks,Gray Oxford with Tie,,Black,Long Afro,White Medium Rain
71375,Willing Student,None,Subscribed to 2600,Go-Kart,Customer Service Representative,5,11,777,6,8,101101,11,725,11,1,1,,,Black Books,Navy Blue Worker's Cap,,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Blue Longsleeve,,Light Brown,Buzz Cut,White Light Rain
71376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71378,Promising Pupil,None,Know your way around a spreadsheet,Back of Rusty Pickup Truck,Legal Assistant,7,6,12453,9,3,35555,7,661,8,1,1,Brown Leather Briefcase,,,Purple Worker's Cap,,Brown Leather Shoes with Laces,Dark-Wash Denim,Olive Oxford with Pocket,,Light Brown,Buzz Cut,White Medium Rain
71379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71381,Disciple,None,Got caught hacking your grades,70's Hatchback,Utility Worker,10,13,12061562,16,9,88888888,18,661,8,1,1,Black Smartphone,,,,,White Leather Sneaker with Grey Sole,Dark-Wash Denim,Charcoal Blazer with Light Blue Shirt and No Tie,Mustache,Blonde,Short Afro Fade,White Light Rain
71382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71389,Disciple,None,Subscribed to 2600,Low Rider,Talent Agent,10,11,1993,7,11,35555,7,661,8,1,1,,,,,,White Canvas Sneaker with White Sole,,Navy Jumpsuit,Mustache,Black,,White Medium Rain
71390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
