,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
16244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16248,Master,None,Subscribed to 2600,70's Hatchback,Bookkeeper,12,11,51,3,9,35555,7,699,9,1,1,Black Leather Briefcase,,,Tan Worker's Cap,,Black Suede Chelseas with Brown Sole,Dark-Wash Denim,Blue Longsleeve,,Light Grey,Buzz Cut,White Light Rain
16249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16256,Disciple,None,Read beginner’s guide to hacking - Y2K edition,Hot Pink Roller Blades,Computer Programmer,10,7,1993,7,4,52968,8,699,9,1,1,,Stud Earring,,,Two Rings,Brown Leather Shoes with Laces,Light-Wash Denim,Light Gray Longsleeve,,Auburn,Straight Sideswept Fringe,White Light Rain
16257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16259,Disciple,None,Got caught hacking your grades,Pragmatic Coupe,Bookkeeper,10,13,12453,9,10,101101,11,739,12,1,1,Brown Leather Briefcase,,,Purple Worker's Cap,,Redbrown Leather Workboot with Brown Sole,Navy Slacks,Blue Longsleeve,,Dark Brown,Buzz Cut,White Light Rain
16260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16262,Master,None,Read the Bitcoin white paper twice,70's Hatchback,Assistant to the Regional Manager,12,10,4981,8,9,35555,7,777,14,1,1,Lunchbox,,Black Books,,Two Rings,White Leather Sneaker with Grey Sole,Dark-Wash Denim,Red Longsleeve,,Dark Brown,Short Coil,White Light Rain
16263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16269,Disciple,None,Subscribed to 2600,Low Rider,Media Executive,10,11,128,4,11,76302,9,739,12,1,1,Brown Leather Briefcase,,,,,White Leather Sneaker with Grey Sole,Navy Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Blonde,Buzz Cut,White Heavy Rain
16270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16283,Graduate,None,Pretty good with GW Basic,Pragmatic Coupe,Money Printing Machine Operator,9,9,12061562,16,10,35555,7,610,7,1,1,Brown Leather Briefcase,Stud Earring,,,Two Rings,Brown Leather Shoes with Laces,Dark-Wash Denim,Olive Oxford with Tie and Pocket,,Light Brown,Short Pixie,White Medium Rain
16284,Teacher,None,Subscribed to 2600,Low Rider,Customer Service Representative,11,11,1993,7,11,76302,9,406,3,1,1,,,,,,Brown Leather Shoes with Laces,Gray Slacks,Red Longsleeve,Beard,Light Brown,Medium Curly Bob,White Light Rain
16285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16291,Disciple,None,Erased your social security number,Pragmatic Coupe,Receptionist,10,16,4981,8,10,22576,6,457,4,1,1,Lunchbox,Stud Earring,,Tan Worker's Cap,,White Canvas Sneaker with White Sole,Gray Slacks,Light Gray Longsleeve,Goatee,Black,,White Medium Rain
16292,Teacher,None,Stole a high school computer lab pass,Low Rider,Legal Assistant,11,12,355555,12,11,35555,7,805,16,1,1,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Navy Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Blonde,Short Pixie,White Light Rain
16293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16294,Guru,None,Late 90’s computer that doesn't turn on,Low Rider,Sales Associate,15,1,51,3,11,101101,11,661,8,1,1,Black Smartphone,,,,,White Canvas Sneaker with White Sole,Dark-Wash Denim,Brown Cardigan with Beige Longsleeve Shirt,Beard,Black,Updo Bun,White Light Rain
16295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16306,Budding Scholar,None,Got caught hacking your grades,Light-Up Folding Scooter,Assistant to the Regional Manager,8,13,777,6,5,10098,5,661,8,1,1,Black Smartphone,,,,,Black Suede Chelseas with Brown Sole,Khaki Slacks,Blue Longsleeve,,Light Brown,Short Afro Fade,White Heavy Rain
16307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16324,Disciple,None,Stole a high school computer lab pass,70's Hatchback,Unemployed,10,12,516,5,9,22576,6,819,17,1,1,,,,,,Brown Leather Shoes with Laces,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Blonde,Short Pixie,White Light Rain
16325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16329,Budding Scholar,None,Subscribed to 2600,Pragmatic Coupe,Night Shift Supervisor,8,11,4981,8,10,52968,8,725,11,1,1,Black Smartphone,,,,,Black Suede Chelseas with Brown Sole,,Gray Jumpsuit,,Blonde,Long Straight Bangs,White Light Rain
16330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16350,Teacher,None,Got caught hacking your grades,Low Rider,Sales Associate,11,13,4981,8,11,52968,8,699,9,1,1,,,,Tan Worker's Cap,,Tan Suede Workboot with Tan Sole,,Navy Jumpsuit,,Light Grey,,White Light Rain
16351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16372,Graduate,None,Subscribed to 2600,Low Rider,Pineapple Farmer,9,11,12453,9,11,10098,5,805,16,1,1,Blue Lunchbox,,,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Navy Oxford with Pocket,,Dark Brown,Straight Sideswept Fringe,White Light Rain
16373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16375,Disciple,None,Read the Bitcoin white paper twice,Electric Car,Unemployed,10,10,355555,12,12,101101,11,777,14,1,1,Lunchbox,,,,,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Olive Oxford with Buttons,Stubble,Light Brown,Short Updo,White Light Rain
16376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16377,Grandmaster,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Marketing Intern,13,10,0,1,10,52968,8,725,11,1,1,,,Silver Aviators,,,Black Leather Shoes with Laces,Khaki,Navy Oxford with Pocket,,Black,Short Coil,White Heavy Rain
16378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16382,Master,None,Pretty good with GW Basic,Low Rider,Talent Agent,12,9,516,5,11,35555,7,699,9,1,1,Brown Leather Briefcase,,Blue Eye Glasses,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,Stubble,Light Brown,Short Messy,White Heavy Rain
16383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16395,Teacher,None,Subscribed to 2600,Light-Up Folding Scooter,Night Shift Supervisor,11,11,612791,13,5,101101,11,661,8,1,1,Brown Leather Briefcase,Stud Earring,Black Books,,,Black Suede Chelseas with Brown Sole,Gray Slacks,Light Gray Longsleeve,,Light Brown,Straight Sideswept Fringe,White Medium Rain
16396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16408,Grandmaster,None,Subscribed to 2600,Low Rider,Unemployed,13,11,1993,7,11,35555,7,610,7,1,1,Black Leather Briefcase,,,,,Black Leather Shoes with Laces,Navy Slacks,Khaki Oxford with Buttons,Stubble,Blonde,Short Coil,White Light Rain
16409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16410,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16412,Teacher,None,Stole a high school computer lab pass,Electric Car,Media Executive,11,12,516,5,12,52968,8,610,7,1,1,,Stud Earring,,,,White Canvas Sneaker with White Sole,,Gray Jumpsuit,,Light Grey,Short Pixie,White Light Rain
16413,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16420,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16427,Disciple,None,Accidentally replied all,Pragmatic Coupe,Utility Worker,10,4,516,5,10,35555,7,661,8,1,1,Lunchbox,,,Tan Worker's Cap,,Tan Suede Workboot with Tan Sole,,Navy Jumpsuit,,Light Brown,,White Light Rain
16428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16430,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16436,New Apprentice,None,Stole a high school computer lab pass,Low Rider,Project Manager,6,12,4981,8,11,22576,6,661,8,1,1,Black Smartphone,,Silver Aviators,,,Black Suede Chelseas with Brown Sole,Khaki Slacks,Dark Gray Longsleeve,Goatee,Blonde,Short Messy,White Light Rain
16437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16451,Teacher,None,Watched a hacking tutorial video by a 13 year old,Back of Rusty Pickup Truck,Marketing Intern,11,8,355555,12,3,76302,9,725,11,1,1,,,Black Books,Tan Worker's Cap,Two Rings,White Canvas Sneaker with White Sole,Charcoal Slacks,Brown Cardigan with Beige Longsleeve Shirt,,Blonde,Buzz Cut,White Medium Rain
16452,Master,None,Read the Bitcoin white paper twice,Retired Mail Truck,Pineapple Farmer,12,10,516,5,7,35555,7,791,15,1,1,,,,,,Brown Leather Shoes with Laces,Navy Slacks,Light Gray Cardigan with Beige Longsleeve Shirt,Stubble,Dark Brown,Medium Curly Bob,White Light Rain
16453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16454,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16458,Grandmaster,None,Watched a hacking tutorial video by a 13 year old,Low Rider,Sales Associate,13,8,1993,7,11,35555,7,739,12,1,1,,,Silver Aviators,,,White Canvas Sneaker with White Sole,Dark-Wash Denim,Navy Oxford with Tie and Pocket,Stubble,Dark Brown,,White Light Rain
16459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16460,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16470,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16476,Budding Scholar,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Utility Worker,8,10,516,5,10,172581,12,753,13,1,1,Brown Leather Briefcase,,Black Books,,,Brown Leather Shoes with Laces,Navy Slacks,Blue Longsleeve,,Black,Short Pixie,White Light Rain
16477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16478,Teacher,None,Stole a high school computer lab pass,Shiny Red Convertible,Night Shift Supervisor,11,12,777,6,16,10098,5,753,13,1,1,Brown Leather Briefcase,,,,Two Rings,Tan Suede Workboot with Tan Sole,Gray Slacks,Navy Oxford with Tie,,Black,Straight Sideswept Fringe,White Medium Rain
16479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16480,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16481,Budding Scholar,None,Watched a hacking tutorial video by a 13 year old,Pragmatic Coupe,Custodian,8,8,1993,7,10,92000,10,753,13,1,1,Black Smartphone,,,,,Black Suede Chelseas with Brown Sole,Khaki Slacks,Dark Gray Longsleeve,,Light Brown,Short Pixie,White Heavy Rain
16482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16490,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16493,Expanding Brain,None,Earned an MIT Computer Sciences Diploma,Low Rider,Unemployed,16,14,516,5,11,172581,12,559,6,1,1,Black Smartphone,,Black Books,,,Tan Suede Workboot with Tan Sole,Blue Denim,Olive Oxford with Buttons,,Light Brown,Long Messy,White Heavy Rain
16494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16501,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16510,Teacher,None,Watched a hacking tutorial video by a 13 year old,Low Rider,Unemployed,11,8,1993,7,11,76302,9,739,12,1,1,Black Smartphone,,,,,Tan Suede Workboot with Tan Sole,Blue Denim,Navy Blazer with Striped Shirt and No Tie,Thin,Blonde,Medium Curly Bob,White Medium Rain
16511,Promising Pupil,None,Got caught hacking your grades,Pragmatic Coupe,Project Manager,7,13,0,1,10,35555,7,711,10,1,1,Black Smartphone,,Rosegold Aviators,,,Black Leather Shoes with Laces,,Navy Jumpsuit,,Dark Brown,Medium Curly Bob,White Heavy Rain
16512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16515,Grandmaster,None,USB containing the Black Cat Virus,Pragmatic Coupe,Media Executive,13,17,516,5,10,22576,6,610,7,1,1,,,,,Two Rings,Black Leather Shoes with Laces,Charcoal Slacks,Light Gray Cardigan with Light Gray Oxford Shirt,,Dark Brown,Medium Curly Bob,White Light Rain
16516,Grandmaster,None,Got caught hacking your grades,Low Rider,Money Printing Machine Operator,13,13,1993,7,11,52968,8,661,8,1,1,,,,,Two Rings,White Canvas Sneaker with White Sole,Dark-Wash Denim,Navy Oxford with Buttons,,Light Grey,Short Pixie,White Heavy Rain
16517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16522,Master,None,Subscribed to 2600,Souped-Up Sedan With Ground Effect Lights,Sales Associate,12,11,1993,7,15,3040332,16,661,8,1,1,Black Smartphone,,,,,Brown Leather Shoes with Laces,Gray Slacks,Navy Blazer with Striped Shirt and No Tie,Beard,Blonde,Updo Bun,White Light Rain
16523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16530,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16549,Zen Master,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Unemployed,14,10,1993,7,10,52968,8,777,14,1,1,Lunchbox,,Black Books,,Two Rings,White Canvas Sneaker with White Sole,Light-Wash Denim,Charcoal Blazer with Light Blue Shirt and No Tie,Stubble,Light Brown,Updo Bun,White Medium Rain
16550,Grandmaster,None,Subscribed to 2600,Pragmatic Coupe,Customer Service Representative,13,11,51,3,10,76302,9,739,12,1,1,Light Blue Smartphone,,Black Books,,,Black Suede Chelseas with Brown Sole,Navy Slacks,Light Gray Cardigan with Beige Oxford Shirt,,Auburn,Short Afro Fade,White Light Rain
16551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
